"","st_fips","st_year","st_state","st_stateabb","st_total","st_dem","st_rep","st_repshare","st_demshare","st_income","st_inc10k"
"1",1,1968,"Alabama","AL",1050,197,147,0.427325576543808,0.57267439365387,11662.7568359375,1.1662757396698
"2",2,1968,"Alaska","AK",83,35,38,0.520547926425934,0.479452043771744,20388.44921875,2.03884482383728
"3",4,1968,"Arizona","AZ",487,171,267,0.609589040279388,0.390410959720612,14864.884765625,1.48648846149445
"4",5,1968,"Arkansas","AR",610,185,189,0.505347609519958,0.494652420282364,11124.0810546875,1.11240816116333
"5",6,1968,"California","CA",7252,3244,3468,0.51668655872345,0.483313471078873,19362.400390625,1.93624007701874
"6",8,1968,"Colorado","CO",811,335,409,0.549731194972992,0.450268805027008,15724.201171875,1.57242012023926
"7",9,1968,"Connecticut","CT",1256,622,557,0.472434252500534,0.527565717697144,20666.337890625,2.06663370132446
"8",10,1968,"Delaware","DE",214,89,97,0.521505355834961,0.478494614362717,18857.92578125,1.88579261302948
"9",12,1968,"Florida","FL",2188,677,887,0.567135572433472,0.432864457368851,15621.5966796875,1.56215965747833
"10",13,1968,"Georgia","GA",1250,334,380,0.532212913036346,0.467787116765976,13449.79296875,1.34497928619385
"11",15,1968,"Hawaii","HI",236,141,91,0.392241388559341,0.607758641242981,19422.25390625,1.9422253370285
"12",16,1968,"Idaho","ID",291,89,165,0.649606287479401,0.350393712520599,13847.38671875,1.38473868370056
"13",17,1968,"Illinois","IL",4620,2040,2175,0.516014218330383,0.483985751867294,18562.9375,1.85629379749298
"14",18,1968,"Indiana","IN",2124,807,1068,0.569599986076355,0.430400013923645,15758.4033203125,1.57584035396576
"15",19,1968,"Iowa","IA",1168,477,619,0.564781010150909,0.435218989849091,15630.146484375,1.56301462650299
"16",20,1968,"Kansas","KS",873,303,479,0.612531960010529,0.387468039989471,15176.9755859375,1.51769757270813
"17",21,1968,"Kentucky","KY",1056,398,462,0.537209331989288,0.462790697813034,12624.677734375,1.26246774196625
"18",22,1968,"Louisiana","LA",1097,310,258,0.454225361347198,0.545774638652802,12346.7900390625,1.23467898368835
"19",23,1968,"Maine","ME",393,217,169,0.437823832035065,0.562176167964935,13385.6650390625,1.33856654167175
"20",24,1968,"Maryland","MD",1235,538,518,0.49053031206131,0.50946968793869,17938.7578125,1.79387581348419
"21",25,1968,"Massachusetts","MA",2332,1469,767,0.343023270368576,0.656976759433746,17960.1328125,1.79601323604584
"22",26,1968,"Michigan","MI",3306,1593,1371,0.462550610303879,0.537449419498444,17780.57421875,1.77805745601654
"23",27,1968,"Minnesota","MN",1589,858,659,0.434410005807877,0.565589964389801,16104.6943359375,1.61046946048737
"24",28,1968,"Mississippi","MS",655,151,89,0.370833337306976,0.629166662693024,10213.462890625,1.0213463306427
"25",29,1968,"Missouri","MO",1810,791,812,0.506550192832947,0.493449777364731,15249.6533203125,1.52496528625488
"26",30,1968,"Montana","MT",274,114,139,0.549407124519348,0.450592875480652,14018.39453125,1.4018394947052
"27",31,1968,"Nebraska","NE",537,171,321,0.652438998222351,0.347560971975327,15262.4794921875,1.52624797821045
"28",32,1968,"Nevada","NV",154,61,73,0.544776141643524,0.455223888158798,19276.896484375,1.92768967151642
"29",33,1968,"New Hampshire","NH",297,131,155,0.541958034038544,0.458041965961456,15972.1630859375,1.59721636772156
"30",34,1968,"New Jersey","NJ",2875,1264,1325,0.511780619621277,0.488219380378723,19289.720703125,1.92897212505341
"31",35,1968,"New Mexico","NM",327,130,170,0.566666662693024,0.433333337306976,12440.8447265625,1.24408447742462
"32",36,1968,"New York","NY",6790,3378,3008,0.471030384302139,0.528969645500183,19614.63671875,1.96146368980408
"33",37,1968,"North Carolina","NC",1587,464,627,0.574702084064484,0.425297886133194,12979.5205078125,1.29795205593109
"34",38,1968,"North Dakota","ND",248,95,139,0.594017088413239,0.405982911586761,13150.5283203125,1.31505286693573
"35",39,1968,"Ohio","OH",3960,1701,1791,0.512886583805084,0.487113416194916,16758.80078125,1.67588007450104
"36",40,1968,"Oklahoma","OK",943,302,450,0.598404228687286,0.401595741510391,13680.6533203125,1.36806535720825
"37",41,1968,"Oregon","OR",820,359,408,0.53194260597229,0.468057364225388,15664.3486328125,1.56643486022949
"38",42,1968,"Pennsylvania","PA",4748,2259,2090,0.480570256710052,0.519429743289948,16288.5283203125,1.62885284423828
"39",44,1968,"Rhode Island","RI",385,247,122,0.330623298883438,0.66937667131424,16472.361328125,1.64723610877991
"40",45,1968,"South Carolina","SC",667,197,254,0.563192903995514,0.436807096004486,12026.1494140625,1.20261490345001
"41",46,1968,"South Dakota","SD",281,118,150,0.559701502323151,0.440298497676849,12864.08984375,1.28640902042389
"42",47,1968,"Tennessee","TN",1249,351,473,0.57402914762497,0.425970882177353,12603.3017578125,1.26033020019531
"43",48,1968,"Texas","TX",3079,1267,1228,0.492184370756149,0.507815659046173,14368.9619140625,1.43689620494843
"44",49,1968,"Utah","UT",423,157,239,0.603535354137421,0.396464645862579,13223.20703125,1.32232069969177
"45",50,1968,"Vermont","VT",161,70,85,0.548387110233307,0.451612889766693,14407.4384765625,1.44074380397797
"46",51,1968,"Virginia","VA",1361,442,590,0.571705400943756,0.428294569253922,15194.076171875,1.51940762996674
"47",53,1968,"Washington","WA",1304,616,589,0.488796681165695,0.511203348636627,17451.384765625,1.74513852596283
"48",54,1968,"West Virginia","WV",754,374,308,0.451612889766693,0.548387110233307,11919.26953125,1.19192695617676
"49",55,1968,"Wisconsin","WI",1692,749,810,0.519563794136047,0.48043617606163,16014.9150390625,1.60149145126343
"50",56,1968,"Wyoming","WY",127,45,71,0.612068951129913,0.387931048870087,15249.6533203125,1.52496528625488
"51",1,1972,"Alabama","AL",1006,257,729,0.739350914955139,0.260649085044861,13216.3857421875,1.32163858413696
"52",2,1972,"Alaska","AK",95,33,55,0.625,0.375,22356.373046875,2.23563718795776
"53",4,1972,"Arizona","AZ",654,199,403,0.669435203075409,0.330564796924591,16834.845703125,1.68348455429077
"54",5,1972,"Arkansas","AR",648,199,446,0.691472887992859,0.308527141809464,12747.1865234375,1.2747186422348
"55",6,1972,"California","CA",8368,3476,4602,0.569695472717285,0.430304527282715,20472.072265625,2.04720711708069
"56",8,1972,"Colorado","CO",954,330,597,0.644012928009033,0.355987042188644,17964.67578125,1.79646754264832
"57",9,1972,"Connecticut","CT",1384,555,811,0.593704223632812,0.406295746564865,21372.93359375,2.13729333877563
"58",10,1972,"Delaware","DE",236,92,140,0.603448271751404,0.396551728248596,19886.51171875,1.98865115642548
"59",12,1972,"Florida","FL",2583,718,1858,0.721273303031921,0.278726696968079,17668.140625,1.76681411266327
"60",13,1972,"Georgia","GA",1175,290,881,0.75234842300415,0.24765157699585,15100.6865234375,1.51006865501404
"61",15,1972,"Hawaii","HI",270,101,169,0.625925898551941,0.374074071645737,21346.658203125,2.13466572761536
"62",16,1972,"Idaho","ID",310,81,199,0.710714280605316,0.289285719394684,15461.03125,1.54610311985016
"63",17,1972,"Illinois","IL",4723,1913,2788,0.593065321445465,0.406934708356857,19755.13671875,1.97551369667053
"64",18,1972,"Indiana","IN",2126,709,1405,0.664616823196411,0.335383147001266,16620.890625,1.66208910942078
"65",19,1972,"Iowa","IA",1226,496,706,0.587354421615601,0.412645578384399,16842.3515625,1.68423521518707
"66",20,1972,"Kansas","KS",916,270,620,0.696629226207733,0.303370773792267,17326.564453125,1.73265647888184
"67",21,1972,"Kentucky","KY",1067,371,676,0.645654261112213,0.354345738887787,13873.263671875,1.38732635974884
"68",22,1972,"Louisiana","LA",1051,298,687,0.697461903095245,0.302538067102432,13430.33984375,1.34303402900696
"69",23,1972,"Maine","ME",417,161,256,0.613908886909485,0.386091113090515,14485.0986328125,1.44850981235504
"70",24,1972,"Maryland","MD",1354,506,829,0.620973765850067,0.37902620434761,19826.455078125,1.9826455116272
"71",25,1972,"Massachusetts","MA",2459,1333,1112,0.454805731773376,0.545194268226624,19177.083984375,1.91770839691162
"72",26,1972,"Michigan","MI",3490,1459,1962,0.573516488075256,0.426483482122421,18644.07421875,1.86440742015839
"73",27,1972,"Minnesota","MN",1742,802,898,0.52823531627655,0.471764713525772,17322.810546875,1.73228108882904
"74",28,1972,"Mississippi","MS",646,127,505,0.799050629138947,0.200949370861053,11962.6865234375,1.19626867771149
"75",29,1972,"Missouri","MO",1853,699,1154,0.622773885726929,0.377226114273071,16695.962890625,1.66959631443024
"76",30,1972,"Montana","MT",318,120,184,0.60526317358017,0.394736856222153,16260.5458984375,1.62605464458466
"77",31,1972,"Nebraska","NE",576,170,406,0.704861104488373,0.295138895511627,16992.49609375,1.69924962520599
"78",32,1972,"Nevada","NV",182,66,116,0.637362658977509,0.362637370824814,20892.474609375,2.08924746513367
"79",33,1972,"New Hampshire","NH",334,116,214,0.648484826087952,0.351515144109726,16587.107421875,1.65871071815491
"80",34,1972,"New Jersey","NJ",2997,1102,1846,0.626187264919281,0.373812764883041,20716.0546875,2.07160544395447
"81",35,1972,"New Mexico","NM",386,141,236,0.625994682312012,0.374005317687988,14083.46484375,1.40834653377533
"82",36,1972,"New York","NY",7162,2951,4193,0.586926102638245,0.413073897361755,20753.591796875,2.07535910606384
"83",37,1972,"North Carolina","NC",1519,439,1055,0.706157982349396,0.293842047452927,14578.9384765625,1.45789384841919
"84",38,1972,"North Dakota","ND",281,100,174,0.635036468505859,0.364963501691818,16470.74609375,1.64707458019257
"85",39,1972,"Ohio","OH",4095,1559,2442,0.610347390174866,0.389652580022812,17585.5625,1.75855624675751
"86",40,1972,"Oklahoma","OK",1030,247,759,0.754473149776459,0.24552683532238,15078.1650390625,1.50781655311584
"87",41,1972,"Oregon","OR",928,393,487,0.553409099578857,0.446590900421143,17285.275390625,1.72852754592896
"88",42,1972,"Pennsylvania","PA",4592,1797,2715,0.601728737354279,0.398271262645721,17566.794921875,1.75667953491211
"89",44,1972,"Rhode Island","RI",416,195,220,0.530120491981506,0.469879508018494,17337.826171875,1.73378264904022
"90",45,1972,"South Carolina","SC",678,189,478,0.716641664505005,0.283358335494995,13482.890625,1.34828901290894
"91",46,1972,"South Dakota","SD",307,140,166,0.542483687400818,0.457516342401505,15277.10546875,1.52771055698395
"92",47,1972,"Tennessee","TN",1201,357,813,0.694871783256531,0.305128216743469,14248.6220703125,1.42486226558685
"93",48,1972,"Texas","TX",3471,1154,2299,0.665797829627991,0.334202140569687,15693.75390625,1.56937539577484
"94",49,1972,"Utah","UT",478,126,324,0.72000002861023,0.280000001192093,14939.2822265625,1.49392819404602
"95",50,1972,"Vermont","VT",187,68,117,0.632432460784912,0.36756756901741,15588.6533203125,1.5588653087616
"96",51,1972,"Virginia","VA",1457,439,988,0.69236159324646,0.30763840675354,16834.845703125,1.68348455429077
"97",53,1972,"Washington","WA",1471,568,837,0.595729529857635,0.404270470142365,17724.4453125,1.77244448661804
"98",54,1972,"West Virginia","WV",762,277,485,0.636482954025269,0.363517045974731,13786.9306640625,1.37869310379028
"99",55,1972,"Wisconsin","WI",1853,810,989,0.549749851226807,0.450250148773193,17255.24609375,1.72552466392517
"100",56,1972,"Wyoming","WY",146,44,100,0.694444417953491,0.305555552244186,17600.576171875,1.76005756855011
"101",1,1976,"Alabama","AL",1183,659,504,0.433362007141113,0.566637992858887,14647.67578125,1.46476757526398
"102",2,1976,"Alaska","AK",124,44,72,0.620689630508423,0.379310339689255,33434.3125,3.34343123435974
"103",4,1976,"Arizona","AZ",743,296,419,0.586013972759247,0.413986027240753,16740.595703125,1.67405962944031
"104",5,1976,"Arkansas","AR",769,500,269,0.349804937839508,0.650195062160492,14209.23828125,1.42092382907867
"105",6,1976,"California","CA",7867,3742,3882,0.509181559085846,0.490818470716476,21577.1953125,2.15771961212158
"106",8,1976,"Colorado","CO",1081,460,584,0.559386968612671,0.440613031387329,18998.962890625,1.89989626407623
"107",9,1976,"Connecticut","CT",1382,648,719,0.52596926689148,0.47403073310852,21737.12890625,2.17371296882629
"108",10,1976,"Delaware","DE",236,123,110,0.472102999687195,0.527897000312805,20259.126953125,2.02591276168823
"109",12,1976,"Florida","FL",3151,1636,1470,0.473277539014816,0.526722490787506,17562.3203125,1.75623202323914
"110",13,1976,"Georgia","GA",1467,979,484,0.330827057361603,0.669172942638397,15684.484375,1.56844842433929
"111",15,1976,"Hawaii","HI",291,147,140,0.487804889678955,0.512195110321045,21759.189453125,2.17591905593872
"112",16,1976,"Idaho","ID",341,127,204,0.616314172744751,0.383685797452927,16787.47265625,1.67874729633331
"113",17,1976,"Illinois","IL",4719,2271,2364,0.51003235578537,0.48996764421463,21020.1875,2.1020188331604
"114",18,1976,"Indiana","IN",2220,1015,1184,0.538426578044891,0.461573451757431,17923.548828125,1.7923549413681
"115",19,1976,"Iowa","IA",1279,620,633,0.505187571048737,0.494812458753586,18149.662109375,1.81496620178223
"116",20,1976,"Kansas","KS",958,430,503,0.539121091365814,0.460878878831863,18510.890625,1.85108911991119
"117",21,1976,"Kentucky","KY",1167,616,532,0.463414639234543,0.53658539056778,15033.7216796875,1.50337219238281
"118",22,1976,"Louisiana","LA",1278,661,587,0.470352560281754,0.529647409915924,15317.7412109375,1.53177416324615
"119",23,1976,"Maine","ME",483,232,236,0.504273533821106,0.495726495981216,15723.0888671875,1.57230889797211
"120",24,1976,"Maryland","MD",1432,760,673,0.469644099473953,0.530355870723724,20783.044921875,2.07830452919006
"121",25,1976,"Massachusetts","MA",2548,1429,1030,0.418869465589523,0.581130564212799,19296.76953125,1.92967700958252
"122",26,1976,"Michigan","MI",3654,1697,1894,0.527429699897766,0.472570300102234,19555.970703125,1.95559704303741
"123",27,1976,"Minnesota","MN",1950,1070,819,0.433562725782394,0.566437244415283,18524.677734375,1.85246777534485
"124",28,1976,"Mississippi","MS",769,381,367,0.490641713142395,0.509358286857605,13081.43359375,1.30814337730408
"125",29,1976,"Missouri","MO",1954,998,927,0.481558442115784,0.518441557884216,17396.873046875,1.73968732357025
"126",30,1976,"Montana","MT",329,149,174,0.538699686527252,0.461300313472748,17071.4921875,1.70714926719666
"127",31,1976,"Nebraska","NE",608,234,360,0.60606062412262,0.393939405679703,17749.828125,1.77498281002045
"128",32,1976,"Nevada","NV",202,92,101,0.523316085338593,0.47668394446373,21356.599609375,2.13565993309021
"129",33,1976,"New Hampshire","NH",340,148,186,0.556886255741119,0.443113774061203,17247.96875,1.72479689121246
"130",34,1976,"New Jersey","NJ",3014,1445,1510,0.5109983086586,0.4890016913414,21243.54296875,2.12435436248779
"131",35,1976,"New Mexico","NM",417,201,211,0.512135922908783,0.487864077091217,15229.501953125,1.52295017242432
"132",36,1976,"New York","NY",6525,3390,3101,0.477738410234451,0.522261619567871,20603.810546875,2.06038093566895
"133",37,1976,"North Carolina","NC",1678,927,742,0.444577604532242,0.555422425270081,15383.9208984375,1.53839206695557
"134",38,1976,"North Dakota","ND",297,136,153,0.529411792755127,0.470588237047195,17049.431640625,1.70494318008423
"135",39,1976,"Ohio","OH",4112,2012,2001,0.498629450798035,0.501370549201965,18612.916015625,1.8612916469574
"136",40,1976,"Oklahoma","OK",1092,532,546,0.506493508815765,0.493506491184235,16484.150390625,1.64841508865356
"137",41,1976,"Oregon","OR",1030,490,492,0.501018345355988,0.498981684446335,19034.810546875,1.90348100662231
"138",42,1976,"Pennsylvania","PA",4621,2329,2206,0.486438810825348,0.513561189174652,18748.033203125,1.87480330467224
"139",44,1976,"Rhode Island","RI",411,228,181,0.442542791366577,0.557457208633423,17669.86328125,1.76698637008667
"140",45,1976,"South Carolina","SC",803,451,346,0.434127986431122,0.565872013568878,14493.2578125,1.44932579994202
"141",46,1976,"South Dakota","SD",301,147,152,0.508361220359802,0.49163880944252,15403.22265625,1.54032230377197
"142",47,1976,"Tennessee","TN",1476,826,634,0.434246569871902,0.565753400325775,15353.587890625,1.53535878658295
"143",48,1976,"Texas","TX",4072,2082,1953,0.484014868736267,0.515985131263733,17523.716796875,1.75237166881561
"144",49,1976,"Utah","UT",541,182,338,0.649999976158142,0.349999994039536,15883.0224609375,1.58830225467682
"145",50,1976,"Vermont","VT",188,81,102,0.5573770403862,0.4426229596138,15833.3876953125,1.58333873748779
"146",51,1976,"Virginia","VA",1697,814,837,0.506965458393097,0.493034511804581,18061.423828125,1.80614233016968
"147",53,1976,"Washington","WA",1556,717,778,0.520401358604431,0.479598671197891,19782.083984375,1.97820842266083
"148",54,1976,"West Virginia","WV",751,436,315,0.419440746307373,0.580559253692627,15080.5986328125,1.50805985927582
"149",55,1976,"Wisconsin","WI",2101,1040,1005,0.491442531347275,0.508557438850403,18408.86328125,1.84088635444641
"150",56,1976,"Wyoming","WY",156,62,93,0.600000023841858,0.400000005960464,19919.95703125,1.99199569225311
"151",1,1980,"Alabama","AL",1342,637,654,0.506584048271179,0.493415951728821,14920.732421875,1.49207329750061
"152",2,1980,"Alaska","AK",158,42,86,0.671875,0.328125,28306.740234375,2.83067393302917
"153",4,1980,"Arizona","AZ",874,247,530,0.682110667228699,0.317889332771301,18134.8984375,1.81348979473114
"154",5,1980,"Arkansas","AR",838,398,403,0.503121078014374,0.496878892183304,14326.6455078125,1.43266451358795
"155",6,1980,"California","CA",8587,3084,4525,0.594690501689911,0.405309498310089,22756.212890625,2.27562117576599
"156",8,1980,"Colorado","CO",1184,368,652,0.639215707778931,0.360784322023392,20461.740234375,2.04617404937744
"157",9,1980,"Connecticut","CT",1406,542,677,0.555373251438141,0.444626748561859,23529.287109375,2.35292863845825
"158",10,1980,"Delaware","DE",236,106,111,0.511520743370056,0.488479256629944,20465.548828125,2.04655480384827
"159",12,1980,"Florida","FL",3687,1419,2047,0.590594351291656,0.409405648708344,18913.685546875,1.89136850833893
"160",13,1980,"Georgia","GA",1597,891,654,0.423300981521606,0.576699018478394,16032.7421875,1.60327422618866
"161",15,1980,"Hawaii","HI",303,136,130,0.488721817731857,0.511278212070465,21788.916015625,2.17889165878296
"162",16,1980,"Idaho","ID",437,110,291,0.725685775279999,0.274314224720001,16466.8828125,1.64668822288513
"163",17,1980,"Illinois","IL",4750,1981,2358,0.543443202972412,0.456556797027588,20954.908203125,2.0954909324646
"164",18,1980,"Indiana","IN",2242,844,1256,0.598095238208771,0.401904761791229,17849.279296875,1.78492796421051
"165",19,1980,"Iowa","IA",1318,509,676,0.570464134216309,0.429535865783691,18251.048828125,1.82510483264923
"166",20,1980,"Kansas","KS",980,326,567,0.634938418865204,0.365061581134796,18951.767578125,1.89517676830292
"167",21,1980,"Kentucky","KY",1295,616,635,0.507593929767609,0.492406070232391,15571.9443359375,1.55719447135925
"168",22,1980,"Louisiana","LA",1549,708,793,0.528314471244812,0.471685528755188,16712.515625,1.67125153541565
"169",23,1980,"Maine","ME",523,221,239,0.519565224647522,0.480434775352478,15893.7412109375,1.58937406539917
"170",24,1980,"Maryland","MD",1540,726,681,0.484008520841599,0.515991449356079,21301.458984375,2.13014578819275
"171",25,1980,"Massachusetts","MA",2524,1054,1058,0.500946998596191,0.499053031206131,20187.544921875,2.01875448226929
"172",26,1980,"Michigan","MI",3910,1662,1915,0.535364806652069,0.464635163545609,19639.158203125,1.96391582489014
"173",27,1980,"Minnesota","MN",2052,954,873,0.477832525968552,0.522167503833771,19528.71875,1.95287191867828
"174",28,1980,"Mississippi","MS",893,429,441,0.506896555423737,0.493103444576263,13342.2119140625,1.33422124385834
"175",29,1980,"Missouri","MO",2100,931,1074,0.535660862922668,0.464339166879654,17754.072265625,1.77540719509125
"176",30,1980,"Montana","MT",364,118,207,0.63692307472229,0.36307692527771,17247.57421875,1.72475743293762
"177",31,1980,"Nebraska","NE",641,167,420,0.715502560138702,0.284497439861298,17441.794921875,1.74417948722839
"178",32,1980,"Nevada","NV",248,67,155,0.698198199272156,0.301801800727844,22278.275390625,2.22782754898071
"179",33,1980,"New Hampshire","NH",384,109,222,0.670694887638092,0.32930514216423,18755.642578125,1.87556421756744
"180",34,1980,"New Jersey","NJ",2976,1147,1547,0.574239075183868,0.425760954618454,22291.60546875,2.22916054725647
"181",35,1980,"New Mexico","NM",457,168,251,0.59904533624649,0.40095466375351,15891.8369140625,1.58918368816376
"182",36,1980,"New York","NY",6202,2728,2894,0.514763414859772,0.485236585140228,20973.94921875,2.0973949432373
"183",37,1980,"North Carolina","NC",1856,876,915,0.510887801647186,0.489112228155136,15604.314453125,1.56043148040771
"184",38,1980,"North Dakota","ND",302,79,194,0.710622727870941,0.289377301931381,15055.92578125,1.50559258460999
"185",39,1980,"Ohio","OH",4284,1752,2207,0.557464003562927,0.442535996437073,19128.8515625,1.9128851890564
"186",40,1980,"Oklahoma","OK",1150,402,696,0.633879780769348,0.366120219230652,18100.623046875,1.81006228923798
"187",41,1980,"Oregon","OR",1182,457,571,0.555447459220886,0.444552540779114,19256.427734375,1.92564272880554
"188",42,1980,"Pennsylvania","PA",4562,1938,2262,0.538571417331696,0.461428582668304,19203.11328125,1.92031133174896
"189",44,1980,"Rhode Island","RI",416,198,155,0.439093470573425,0.560906529426575,18426.228515625,1.8426228761673
"190",45,1980,"South Carolina","SC",894,430,442,0.506880760192871,0.493119269609451,14743.6494140625,1.47436499595642
"191",46,1980,"South Dakota","SD",328,104,198,0.65562915802002,0.344370871782303,15372.0107421875,1.53720104694366
"192",47,1980,"Tennessee","TN",1618,783,788,0.501591324806213,0.498408645391464,15726.177734375,1.57261776924133
"193",48,1980,"Texas","TX",4542,1881,2511,0.571721315383911,0.428278684616089,18812.767578125,1.88127672672272
"194",49,1980,"Utah","UT",604,124,440,0.780141830444336,0.219858154654503,16186.9765625,1.61869764328003
"195",50,1980,"Vermont","VT",213,82,95,0.536723136901855,0.463276833295822,16400.23828125,1.6400238275528
"196",51,1980,"Virginia","VA",1866,752,990,0.568312287330627,0.431687712669373,19315.455078125,1.93154549598694
"197",53,1980,"Washington","WA",1742,650,865,0.570957124233246,0.429042905569077,20625.494140625,2.06254935264587
"198",54,1980,"West Virginia","WV",738,367,334,0.476462185382843,0.523537814617157,15457.6962890625,1.545769572258
"199",55,1980,"Wisconsin","WI",2273,982,1089,0.525832951068878,0.474167078733444,19245.00390625,1.92450034618378
"200",56,1980,"Wyoming","WY",177,49,111,0.693750023841858,0.306250005960464,22312.55078125,2.23125505447388
"201",1,1984,"Alabama","AL",1442,552,873,0.612631559371948,0.387368410825729,16313.673828125,1.63136732578278
"202",2,1984,"Alaska","AK",208,62,138,0.689999997615814,0.310000002384186,29451.59375,2.94515943527222
"203",4,1984,"Arizona","AZ",1026,334,681,0.670935988426208,0.329064041376114,19459.224609375,1.94592249393463
"204",5,1984,"Arkansas","AR",884,339,535,0.612128138542175,0.387871861457825,15963.3291015625,1.5963329076767
"205",6,1984,"California","CA",9505,3923,5467,0.582215130329132,0.417784869670868,24152.6328125,2.41526317596436
"206",8,1984,"Colorado","CO",1295,455,822,0.643696188926697,0.356303840875626,22316.34375,2.23163437843323
"207",9,1984,"Connecticut","CT",1467,570,891,0.609856247901917,0.390143722295761,26535.580078125,2.65355801582336
"208",10,1984,"Delaware","DE",255,102,152,0.598425209522247,0.401574790477753,22337.486328125,2.2337486743927
"209",12,1984,"Florida","FL",4180,1449,2730,0.653266310691833,0.346733659505844,20812.279296875,2.08122801780701
"210",13,1984,"Georgia","GA",1776,707,1069,0.601914405822754,0.398085594177246,18436.8828125,1.84368824958801
"211",15,1984,"Hawaii","HI",336,147,185,0.557228922843933,0.442771077156067,22553.431640625,2.25534319877625
"212",16,1984,"Idaho","ID",411,109,298,0.732186734676361,0.267813265323639,16722.912109375,1.67229115962982
"213",17,1984,"Illinois","IL",4819,2086,2707,0.564781963825226,0.435218036174774,22459.8046875,2.24598050117493
"214",18,1984,"Indiana","IN",2233,841,1377,0.620829582214355,0.379170417785645,18820.44921875,1.88204491138458
"215",19,1984,"Iowa","IA",1320,606,703,0.537051200866699,0.462948828935623,19459.224609375,1.94592249393463
"216",20,1984,"Kansas","KS",1022,333,677,0.670297026634216,0.329702973365784,20727.712890625,2.07277131080627
"217",21,1984,"Kentucky","KY",1369,540,822,0.603524208068848,0.39647576212883,16810.498046875,1.68104982376099
"218",22,1984,"Louisiana","LA",1707,652,1037,0.613972783088684,0.386027246713638,17621.42578125,1.76214253902435
"219",23,1984,"Maine","ME",553,215,337,0.610507249832153,0.389492750167847,17648.607421875,1.76486074924469
"220",24,1984,"Maryland","MD",1676,788,880,0.527577936649323,0.472422063350677,23864.203125,2.38642024993896
"221",25,1984,"Massachusetts","MA",2559,1240,1311,0.51391613483429,0.486083894968033,23743.39453125,2.37433934211731
"222",26,1984,"Michigan","MI",3802,1530,2252,0.595452129840851,0.404547870159149,20614.455078125,2.06144547462463
"223",27,1984,"Minnesota","MN",2084,1036,1033,0.499274998903275,0.500724971294403,21670.01953125,2.16700196266174
